,GRADE,SCPUBPRI,DISTASSI,SCHRTSCHL,SSAMSC,SEGRADES,SEADPLCXX,SEREPEAT,SESUSOUT,SESUSPIN,SEEXPEL,CDOBMM,CDOBYY,CPLCBRTH,CMOVEAGE,CHISPAN,CAMIND,CASIAN,CBLACK,CPACI,CWHITE,CHISPRM,CSEX,CENGLPRG,DISABLTYX,DISBLTY2X,RACEETHN,RACEETH2,ZIP18PO2,ZIPBLHI2,ZIPLOCL,S16NUMST,S16PBPV,S16TYPE,AGE2015,target
8048,15,1,-1,-1,1,1,1,2,2,2,2,11,1997,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,3,2,1,18,False
2239,12,4,1,2,1,3,2,2,2,2,2,7,2001,1,-1,2,1,2,2,2,2,2,2,-1,2,2,4,5,4,1,33,2,1,4,14,False
8102,11,1,-1,-1,1,1,-1,2,2,2,2,1,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,21,1,2,1,13,False
4194,13,4,1,2,1,2,2,2,2,2,2,5,2000,1,-1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,21,3,1,4,15,False
7155,14,4,2,1,1,2,2,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,2,1,4,16,False
3718,5,4,1,2,1,5,-1,2,2,2,2,10,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,3,1,4,8,False
8818,12,4,1,2,1,3,1,2,1,2,2,2,2001,1,-1,2,1,2,1,2,1,2,1,-1,2,1,4,5,1,2,21,4,1,4,14,False
8747,8,4,1,2,1,1,-1,2,2,2,2,10,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,21,3,1,4,11,False
1782,12,4,1,2,1,1,2,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,1,13,3,1,4,14,False
7863,13,4,2,2,1,1,2,2,2,2,2,10,2000,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,11,2,1,4,15,False
12893,12,4,1,2,1,1,2,2,2,2,2,9,2000,1,-1,2,2,1,2,2,2,2,1,-1,2,2,4,4,3,4,21,3,1,4,15,False
8291,12,4,1,2,1,1,2,2,2,2,2,6,2001,1,-1,1,1,2,2,2,1,2,1,-1,2,1,3,3,2,4,21,5,1,4,14,False
12589,2,4,1,2,1,5,-1,2,2,2,2,9,2010,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,3,11,2,1,4,5,False
1547,14,4,1,2,1,2,2,2,2,2,2,10,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,4,21,4,1,4,16,False
6310,2,4,1,2,1,1,-1,2,2,2,2,2,2010,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,4,4,12,3,1,4,5,False
1911,12,4,1,2,1,2,2,2,2,2,2,3,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,22,4,1,4,14,False
6984,14,4,1,2,1,2,2,1,1,2,2,6,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,41,3,1,4,16,False
9542,7,2,-1,-1,1,1,-1,2,2,2,2,8,2006,1,-1,2,2,2,2,2,1,2,2,1,2,2,1,1,3,4,21,1,2,2,9,False
7209,14,1,-1,-1,1,1,1,2,2,2,2,5,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,2,2,1,17,False
7445,13,4,1,2,1,1,1,2,2,2,2,3,2000,3,5,2,2,1,2,2,1,2,1,-1,2,2,4,5,1,2,21,4,1,4,15,False
7526,10,4,1,2,1,2,-1,2,2,2,2,2,2004,1,-1,1,2,2,2,2,1,2,1,1,1,1,3,3,4,4,21,4,1,4,11,False
10879,9,4,1,2,1,1,-1,2,2,2,2,11,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,32,1,1,4,12,False
5824,5,4,1,2,1,5,-1,2,2,2,2,6,2008,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,3,32,2,1,4,7,False
13155,2,4,1,2,1,5,-1,2,2,2,2,1,2010,1,-1,2,1,1,2,2,2,2,2,-1,2,2,4,5,1,3,11,2,1,4,5,False
7411,11,2,-1,-1,1,1,-1,2,2,2,2,5,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,42,1,2,2,14,False
1469,7,4,2,2,1,1,-1,2,2,2,2,1,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,12,2,1,4,9,False
3930,15,1,-1,-1,1,1,2,2,2,2,2,4,1998,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,3,4,13,1,2,1,17,False
5589,2,4,1,1,1,1,-1,2,2,2,2,5,2009,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,21,1,1,4,6,False
12579,9,4,2,2,1,2,-1,2,1,1,2,10,2003,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,12,2,1,4,12,True
1958,12,4,1,2,1,3,2,2,2,2,2,8,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,43,2,1,4,14,False
8343,14,4,2,1,2,1,2,1,1,1,2,7,1999,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,4,12,4,1,4,16,False
2375,15,4,1,2,1,1,2,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,4,1,4,17,False
10806,12,4,1,2,1,3,2,2,2,2,2,9,2000,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,42,4,1,4,15,False
2790,6,4,1,2,1,5,-1,2,2,2,2,6,2007,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,3,3,21,2,1,4,8,False
14028,6,4,1,2,1,5,-1,2,2,2,2,11,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,2,1,4,9,False
6228,4,4,1,2,1,1,-1,2,2,2,2,10,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,42,2,1,4,7,False
3432,13,4,1,2,1,5,2,2,2,1,2,11,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,2,21,4,1,4,15,False
636,7,4,1,2,1,5,-1,2,2,2,2,5,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,12,2,1,4,9,False
12394,11,4,1,2,1,2,-1,2,2,2,2,3,2002,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,4,4,11,3,1,4,13,False
13177,12,4,1,2,1,3,2,2,2,1,2,10,2000,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,4,21,4,1,4,15,False
2490,13,4,1,2,1,1,2,2,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,13,4,1,4,15,False
9276,15,1,-1,-1,1,3,2,2,2,2,2,12,1997,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,2,21,3,2,1,18,False
9216,8,4,1,2,1,2,-1,2,2,2,2,3,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,2,1,4,10,False
52,7,2,-1,-1,1,1,-1,2,2,2,2,10,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,31,1,2,2,10,False
6100,12,4,1,2,1,2,2,2,2,2,2,10,2000,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,3,4,33,1,1,4,15,False
7103,14,4,1,2,1,2,1,2,1,1,2,3,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,3,31,3,1,4,16,False
9419,6,4,1,2,1,1,-1,2,2,2,2,4,2010,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,2,21,2,1,4,5,False
3558,13,4,1,1,1,2,1,1,2,2,2,3,1999,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,4,42,4,1,4,16,False
3482,8,4,1,2,1,5,-1,2,2,2,2,8,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,3,1,4,11,False
1379,15,4,1,2,1,2,2,2,2,2,2,4,1997,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,1,3,21,4,1,4,18,False
9229,14,4,1,2,1,1,1,2,2,2,2,3,1999,3,1,2,2,1,2,2,2,2,1,-1,2,2,4,4,1,2,12,4,1,4,16,False
13413,5,4,1,2,1,1,-1,2,2,2,2,4,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,3,1,4,7,False
644,4,4,1,2,1,1,-1,2,2,2,2,6,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,4,1,4,15,False
6658,6,4,1,2,1,1,-1,2,2,1,2,7,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,3,13,2,1,4,8,False
9594,8,4,1,2,1,1,-1,2,2,2,2,5,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,10,False
4823,5,4,2,2,1,1,-1,2,2,2,2,1,2008,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,3,4,21,3,1,4,7,False
745,11,4,1,2,1,1,-1,2,2,2,2,8,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,1,4,13,False
9392,15,4,1,2,1,2,2,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,1,4,17,False
8708,7,4,1,2,1,5,-1,2,2,2,2,11,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,41,3,1,4,10,False
7851,12,4,1,2,1,1,1,2,2,1,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,21,4,1,4,14,False
12501,15,4,1,2,1,1,1,2,2,2,2,5,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,31,3,1,4,17,False
6551,2,4,1,2,1,1,-1,2,2,2,2,6,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,3,3,32,2,1,4,5,False
8764,8,4,1,2,1,2,-1,2,2,2,2,9,2004,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,3,4,21,3,1,4,11,False
9114,14,4,1,2,1,1,1,2,2,2,2,4,1999,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,4,21,4,1,4,16,False
10913,13,4,1,2,1,1,2,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,33,2,1,4,16,False
7181,11,4,2,2,1,1,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,11,2,1,4,14,False
11823,8,4,1,2,1,1,-1,2,2,2,2,11,2004,3,9,1,2,2,2,2,1,2,2,2,2,2,3,3,1,2,21,2,1,4,11,False
4793,8,4,1,1,1,2,-1,1,2,2,2,3,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,42,2,1,4,11,False
133,13,4,1,2,1,2,2,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,41,3,1,4,15,False
9051,13,4,1,2,1,1,2,2,2,2,2,3,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,42,2,1,4,15,False
13081,4,4,1,2,1,5,-1,2,2,2,2,7,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,2,1,4,6,False
10576,8,2,-1,-1,1,1,-1,1,2,2,2,8,2004,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,11,1,2,2,11,False
12534,7,4,1,2,1,2,-1,2,2,2,2,9,2005,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,3,21,4,1,4,10,False
5024,2,4,1,2,1,5,-1,2,2,2,2,10,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,2,31,4,1,4,6,False
2003,11,4,1,2,1,1,-1,2,2,2,2,9,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,4,1,4,13,False
4537,14,4,1,2,1,3,2,2,1,1,2,12,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,22,3,1,4,17,False
7579,9,4,1,2,1,1,-1,2,2,2,2,9,2003,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,1,3,13,2,1,4,12,False
1112,11,4,2,2,1,1,-1,2,2,2,2,4,2002,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,3,12,3,1,4,13,False
1599,5,4,1,1,1,1,-1,2,2,2,2,5,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,2,1,4,7,False
484,10,2,-1,-1,1,2,-1,2,2,2,2,4,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,13,2,2,2,12,False
3037,12,1,-1,-1,2,1,2,2,2,2,2,8,2000,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,1,2,21,3,2,1,15,False
10103,4,4,1,2,1,2,-1,2,2,2,2,5,2009,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,12,3,1,4,6,False
1723,2,3,-1,-1,1,5,-1,2,2,2,2,4,2010,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,2,13,1,2,3,5,True
8677,14,4,1,2,1,4,2,1,2,2,2,5,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,41,4,1,4,17,False
8465,15,4,1,2,1,2,1,2,2,2,2,7,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,13,4,1,4,17,False
3573,6,4,1,2,1,1,-1,2,2,2,2,10,2006,3,3,2,2,1,2,2,2,2,2,-1,2,2,4,4,2,3,21,2,1,4,9,False
4223,2,4,1,2,1,5,-1,2,2,2,2,9,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,4,21,2,1,4,5,False
4813,10,4,1,2,1,2,-1,2,2,2,2,6,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,3,1,4,12,False
429,15,4,1,2,1,3,2,1,2,2,2,3,1997,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,42,1,1,4,18,False
4267,4,4,1,2,1,5,-1,1,2,2,2,7,2008,1,-1,1,2,2,2,2,2,1,1,2,2,2,3,3,2,3,11,3,1,4,7,False
9081,15,4,1,2,1,2,2,2,1,2,2,2,1998,1,-1,1,2,2,2,2,2,1,2,-1,2,2,3,3,1,2,21,4,1,4,17,False
11331,8,4,1,2,1,1,-1,2,2,2,2,5,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,43,2,1,4,10,False
6089,10,4,1,2,1,2,-1,2,2,2,2,1,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,3,1,4,13,False
1487,2,4,1,2,1,5,-1,1,2,2,2,4,2009,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,21,3,1,4,6,False
10322,12,4,1,2,1,2,2,2,2,2,2,3,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,3,13,4,1,4,13,False
8651,8,4,2,2,1,1,-1,2,2,2,2,11,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,11,2,1,4,11,False
11276,15,2,-1,-1,1,1,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,1,13,1,2,2,17,False
11022,12,2,-1,-1,1,2,2,2,2,2,2,6,2001,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,2,4,21,3,2,2,14,False
2809,14,4,1,2,1,1,1,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,12,4,1,4,16,False
12887,13,4,1,2,1,3,2,2,2,2,2,12,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,32,3,1,4,16,False
11479,11,4,1,2,1,3,-1,2,2,2,2,2,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,1,22,3,1,4,13,False
3858,9,4,1,2,1,2,-1,2,1,2,2,6,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,4,4,11,3,1,4,11,False
9751,15,4,1,2,1,2,1,2,2,2,2,2,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,4,1,4,17,False
9644,11,4,1,2,1,2,-1,2,2,2,2,12,2001,3,6,2,2,1,2,2,2,2,2,2,2,2,4,4,1,2,21,4,1,4,14,False
5946,9,4,1,2,1,2,-1,2,2,2,2,11,2003,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,3,4,12,4,1,4,12,False
8187,8,4,1,2,1,1,-1,2,2,2,2,6,2005,1,-1,2,2,2,1,2,1,2,2,-1,2,2,4,5,1,2,11,2,1,4,10,False
3808,2,4,2,1,1,2,-1,2,2,2,2,7,2010,1,-1,2,2,1,2,2,2,2,2,-1,1,1,4,4,2,3,21,3,1,4,5,False
2585,4,4,1,2,1,1,-1,2,2,2,2,1,2009,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,2,21,3,1,4,6,False
6254,8,3,-1,-1,1,1,-1,2,2,2,2,5,2005,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,13,2,2,3,10,False
9944,15,1,-1,-1,1,1,2,2,2,2,2,1,1997,1,-1,2,2,2,1,2,1,2,2,-1,2,2,4,5,3,1,42,2,1,4,18,False
5479,5,4,2,2,1,5,-1,2,2,2,2,8,2008,1,-1,2,2,1,2,1,1,2,2,-1,2,2,4,5,1,2,11,2,1,4,7,False
9961,14,4,2,2,1,1,2,2,2,2,2,8,1999,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,3,4,11,5,1,4,16,True
8172,5,4,1,2,1,5,-1,2,2,2,2,4,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,21,3,1,4,7,False
6111,6,2,-1,-1,1,3,-1,2,2,2,2,8,2007,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,11,2,2,2,8,False
9812,14,4,1,2,1,2,2,2,2,1,2,9,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,21,4,1,4,17,True
6294,13,4,1,2,1,1,2,2,2,2,2,4,2000,1,-1,2,2,1,2,2,2,2,1,2,2,2,4,4,1,3,21,4,1,4,15,False
9111,14,4,1,2,1,2,2,2,2,2,2,11,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,32,4,1,4,17,False
6448,6,4,1,2,1,5,-1,2,1,2,2,9,2006,1,-1,2,1,2,2,2,1,2,1,-1,1,1,4,5,3,1,32,2,1,4,9,True
7213,14,4,1,2,1,3,1,2,2,2,2,10,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,4,11,3,1,4,17,False
11080,8,4,2,2,1,1,-1,2,2,2,2,8,2005,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,3,21,2,1,4,10,False
858,14,4,1,2,1,1,2,2,2,2,2,11,1999,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,2,2,23,4,1,4,16,False
1372,8,4,1,2,1,1,-1,2,2,2,2,2,2005,3,3,1,2,2,2,2,2,1,2,2,2,2,3,3,4,4,11,4,1,4,10,False
272,8,4,1,2,1,5,-1,2,2,2,2,9,2005,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,4,4,22,4,1,4,10,False
2314,4,2,-1,-1,1,1,-1,2,2,2,2,9,2009,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,2,4,21,1,2,2,6,False
10453,13,4,1,2,1,3,2,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,41,3,1,4,16,False
5202,13,4,1,2,1,4,2,2,2,2,2,2,2000,1,-1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,4,21,5,1,4,15,False
6145,7,4,1,2,1,1,-1,2,2,2,2,7,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,2,32,2,1,4,10,False
9911,12,4,1,2,1,2,1,2,2,2,2,12,2000,1,-1,1,2,2,2,2,1,2,2,1,2,2,3,3,3,4,11,5,1,4,15,False
3442,2,4,1,2,1,3,-1,2,2,2,2,12,2006,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,3,4,41,3,1,4,9,False
4512,12,4,1,2,1,4,2,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,41,4,1,4,14,False
12467,14,4,1,2,1,1,1,2,2,2,2,2,1999,3,5,1,2,2,2,2,1,2,2,2,2,2,3,3,4,4,21,4,1,4,16,False
12415,11,4,1,2,1,4,-1,2,2,2,2,8,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,22,3,1,4,14,False
1873,7,4,2,1,2,4,-1,2,1,1,2,1,1999,1,-1,1,2,1,2,2,2,2,1,-1,2,2,3,3,4,4,11,4,1,4,16,False
7412,13,4,1,2,1,2,1,2,1,1,1,7,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,22,4,1,4,16,False
12246,4,2,-1,-1,1,1,-1,2,2,2,2,5,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,12,2,2,2,6,False
2883,14,4,1,2,1,1,1,2,2,2,2,12,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,42,2,1,4,17,False
7598,11,4,1,2,2,2,-1,2,2,2,2,2,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,1,42,1,1,4,12,False
11819,12,4,1,2,1,1,2,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,14,False
4743,4,3,-1,-1,1,1,-1,2,2,2,2,1,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,1,2,3,6,False
4620,5,4,2,2,1,1,-1,2,2,2,2,8,2007,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,3,4,11,3,1,4,8,False
2632,12,4,1,2,1,1,2,2,2,2,2,4,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,12,4,1,4,14,False
7475,9,4,2,1,1,3,-1,2,2,2,2,7,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,13,2,1,4,11,False
2975,4,4,1,2,1,5,-1,2,2,2,2,8,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,43,2,1,4,7,False
9239,3,4,1,2,1,1,-1,2,1,1,1,3,2010,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,2,4,12,2,1,4,5,False
8571,8,4,1,2,1,5,-1,1,2,2,2,9,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,11,2,1,4,11,False
4722,6,4,1,2,1,2,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,23,2,1,4,8,True
1569,14,1,-1,-1,1,1,1,2,2,2,2,8,1999,1,-1,1,2,2,2,1,1,2,2,-1,2,2,3,3,3,4,11,4,2,1,16,False
10720,14,4,1,2,1,1,2,2,2,2,2,2,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,1,33,4,1,4,16,False
9428,10,4,1,2,1,3,-1,2,2,1,2,6,2003,1,-1,2,1,2,2,2,2,2,2,-1,2,2,4,5,2,3,21,2,1,4,12,False
4311,13,4,1,2,1,1,2,2,2,1,2,12,1999,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,1,3,41,2,1,4,16,False
5100,12,4,2,2,2,2,1,2,2,2,2,7,2001,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,4,22,4,1,4,14,True
408,9,4,1,2,1,2,-1,1,1,1,2,1,2003,1,-1,1,2,2,2,2,2,1,1,2,2,1,3,3,3,4,12,2,1,4,12,False
2786,2,3,-1,-1,1,1,-1,2,2,2,2,12,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,4,2,3,6,False
11445,10,4,1,2,1,2,-1,2,2,2,2,6,2003,1,-1,1,2,2,2,2,1,2,1,2,2,2,3,3,4,4,21,3,1,4,12,False
13658,15,4,1,2,1,2,2,1,2,2,2,8,1996,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,4,4,31,4,1,4,19,False
8010,2,4,1,2,1,5,-1,2,2,2,2,9,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,42,3,1,4,6,False
7957,15,1,-1,-1,1,1,1,2,2,2,2,7,1998,1,-1,1,1,2,2,2,2,2,2,-1,2,2,3,3,1,3,11,4,2,1,17,False
11693,2,4,2,1,1,5,-1,2,2,2,2,8,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,22,1,1,4,5,False
8669,9,1,-1,-1,1,1,-1,2,2,2,2,10,2003,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,1,41,1,2,1,12,False
43,10,4,2,2,1,4,-1,2,2,2,2,9,2003,1,-1,1,2,2,2,2,1,2,1,-1,2,1,3,3,2,3,21,3,1,4,12,False
2433,9,4,1,2,1,1,-1,2,2,2,2,9,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,3,1,4,11,False
5340,15,4,1,2,1,1,1,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,41,3,1,4,17,False
8850,6,4,1,2,1,5,-1,2,2,2,2,11,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,2,1,4,7,False
1704,7,4,1,2,1,1,-1,2,2,2,2,1,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,42,2,1,4,9,False
1231,15,4,1,2,1,2,1,2,2,2,2,3,1998,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,12,4,1,4,17,False
10820,8,4,1,2,1,5,-1,2,2,2,2,10,2004,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,12,2,1,4,11,False
6351,3,4,1,2,1,1,-1,2,2,2,2,9,2009,3,1,1,2,2,2,2,2,1,1,1,2,2,3,3,3,4,12,3,1,4,6,False
12279,13,4,2,2,1,2,1,1,2,2,2,8,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,11,5,1,4,16,False
102,12,4,1,2,1,1,2,2,2,2,2,11,2001,1,-1,2,2,2,1,2,1,2,2,-1,2,2,4,5,2,3,32,2,1,4,14,False
545,15,4,1,2,1,3,2,2,2,2,2,6,1998,1,-1,1,2,1,2,2,1,2,2,-1,2,2,3,3,2,2,31,4,1,4,17,False
5193,13,4,1,2,1,1,1,2,2,2,2,9,2000,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,4,21,4,1,4,15,False
7853,7,4,1,2,1,2,-1,2,2,2,2,8,2006,1,-1,1,2,2,2,2,1,2,1,2,2,1,3,3,4,4,11,3,1,4,9,False
10777,13,4,1,2,1,1,2,2,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,1,22,3,1,4,16,False
9095,14,1,-1,-1,1,1,1,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,41,2,2,1,16,False
