,GRADE,SCPUBPRI,DISTASSI,SCHRTSCHL,SSAMSC,SEGRADES,SEADPLCXX,SEREPEAT,SESUSOUT,SESUSPIN,SEEXPEL,CDOBMM,CDOBYY,CPLCBRTH,CMOVEAGE,CHISPAN,CAMIND,CASIAN,CBLACK,CPACI,CWHITE,CHISPRM,CSEX,CENGLPRG,DISABLTYX,DISBLTY2X,RACEETHN,RACEETH2,ZIP18PO2,ZIPBLHI2,ZIPLOCL,S16NUMST,S16PBPV,S16TYPE,AGE2015,target
10754,12,4,1,2,1,5,2,2,2,2,2,11,2001,1,-1,1,2,2,2,2,1,2,2,1,2,2,3,3,4,4,11,4,1,4,14,False
2866,10,4,1,2,1,2,-1,2,2,2,2,8,2003,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,4,11,3,1,4,12,False
1063,8,4,1,2,1,2,-1,2,1,1,2,2,2005,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,2,4,42,2,1,4,10,False
12546,9,4,1,2,1,2,-1,2,2,1,2,7,2004,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,4,4,32,3,1,4,11,False
2800,12,1,-1,-1,1,1,1,2,2,2,2,6,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,3,2,1,14,False
7457,7,4,1,2,1,3,-1,1,2,2,2,7,2005,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,1,41,2,1,4,10,False
2831,14,4,1,2,1,2,1,2,2,2,2,10,1998,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,3,4,11,4,1,4,17,False
12103,13,4,1,2,1,1,1,2,2,2,2,11,1999,3,5,1,2,2,2,2,1,2,1,2,1,1,3,3,2,4,21,5,1,4,16,False
11434,11,4,1,2,1,1,-1,2,2,2,2,12,2002,1,-1,2,2,1,2,1,2,2,1,-1,1,1,4,4,1,3,22,3,1,4,13,False
13969,14,4,1,1,1,1,1,2,2,2,2,12,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,4,1,4,17,False
778,2,4,1,2,2,1,-1,2,2,2,2,11,2009,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,11,3,1,4,6,False
3714,12,4,2,2,1,1,2,2,2,2,2,9,2001,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,1,23,3,1,4,14,False
12286,10,4,1,1,1,1,-1,2,2,2,2,4,2003,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,3,4,11,3,1,4,12,False
1315,8,4,2,2,1,1,-1,2,2,2,2,10,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,3,1,4,11,False
762,13,4,1,2,1,1,1,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,4,1,4,15,False
12478,12,3,-1,-1,1,2,2,2,2,2,2,9,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,13,4,2,3,15,False
6185,14,1,-1,-1,1,2,1,2,2,2,2,12,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,41,-9,2,-9,17,False
4409,7,4,2,2,1,2,-1,2,2,2,2,1,2006,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,2,4,21,2,1,4,9,False
3389,2,4,1,2,1,1,-1,2,2,2,2,5,2010,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,4,3,11,2,1,4,5,False
10857,2,4,1,1,1,1,-1,2,2,2,2,3,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,2,1,4,5,False
2054,14,4,1,2,1,3,2,2,2,2,2,12,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,2,22,4,1,4,17,False
7568,12,4,2,2,1,4,2,2,2,2,2,4,2000,1,-1,2,2,2,2,1,1,2,2,-1,1,1,4,5,1,3,11,4,1,4,15,False
9424,13,4,1,2,1,1,1,2,2,2,2,4,2000,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,2,21,4,1,4,15,False
2530,6,4,1,2,1,5,-1,2,2,2,2,4,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,11,3,1,4,8,False
10120,9,4,1,2,1,1,-1,2,2,2,2,8,2004,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,21,4,1,4,11,False
1313,15,1,-1,-1,1,1,1,2,2,2,2,9,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,11,4,2,1,17,False
3413,5,4,1,2,1,5,-1,2,2,2,2,8,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,2,11,3,1,4,8,False
1834,4,4,2,2,1,5,-1,2,2,2,2,11,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,3,21,2,1,4,7,False
958,2,4,1,2,2,5,-1,2,2,2,2,3,2010,3,3,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,3,21,3,1,4,5,False
12945,2,1,-1,-1,1,1,-1,2,2,2,2,1,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,2,2,1,5,False
7143,13,4,1,2,1,1,1,2,2,2,2,2,2000,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,42,4,1,4,15,False
6992,10,4,1,2,1,2,-1,2,2,2,2,3,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,32,1,1,4,12,False
13839,2,4,1,2,1,1,-1,2,2,2,2,4,2010,1,-1,1,2,2,1,2,2,2,2,2,2,2,3,3,3,4,12,3,1,4,5,False
1432,9,4,1,2,1,4,-1,2,2,2,2,8,2004,1,-1,1,2,2,1,2,1,2,1,-1,1,1,3,3,1,2,21,3,1,4,11,False
12638,13,4,1,2,1,1,2,2,2,2,2,5,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,21,4,1,4,15,False
10378,7,4,1,2,1,1,-1,2,2,2,2,3,2006,1,-1,2,2,1,2,2,2,2,2,-1,2,2,4,4,1,3,21,3,1,4,9,False
13108,7,4,1,2,1,5,-1,1,2,2,2,12,2003,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,2,4,11,2,1,4,12,False
611,10,4,1,2,1,2,-1,2,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,13,3,1,4,12,False
1369,13,1,-1,-1,1,1,1,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,1,1,1,1,3,22,2,2,1,15,False
9840,10,4,1,2,1,2,-1,1,2,2,2,5,2002,1,-1,1,2,2,2,2,1,2,1,-1,1,1,3,3,2,4,11,3,1,4,13,False
11315,15,4,1,2,1,3,2,2,2,2,2,2,1997,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,4,1,4,18,False
3226,9,4,2,2,1,3,-1,2,2,2,2,10,2003,1,-1,1,2,2,1,2,2,2,1,-1,2,2,3,3,4,4,12,2,1,4,12,False
2221,6,4,1,2,1,5,-1,2,2,2,2,7,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,3,1,4,8,False
6011,12,4,1,2,1,3,2,2,2,2,2,6,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,1,3,42,2,1,4,14,False
2626,12,2,-1,-1,1,1,2,2,2,2,2,8,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,42,1,2,2,14,False
1581,11,4,1,2,1,1,-1,2,2,2,2,10,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,3,1,4,14,False
13722,5,4,1,2,1,5,-1,2,2,2,2,2,2008,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,41,2,1,4,7,False
13724,9,4,1,2,1,2,-1,2,2,2,2,6,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,3,1,4,11,False
3943,13,4,1,2,1,2,2,2,2,2,2,12,1999,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,3,21,5,1,4,16,False
8735,4,4,1,2,1,1,-1,2,2,2,2,10,2009,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,21,2,1,4,6,False
2018,15,4,1,2,1,1,1,2,2,2,2,3,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,4,1,4,17,False
1735,15,4,2,2,1,2,2,1,2,2,2,7,1997,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,3,12,2,1,4,18,False
6383,9,4,2,2,1,1,-1,2,2,2,2,4,2004,1,-1,2,2,2,1,2,2,2,2,-1,2,1,2,2,3,4,21,2,1,4,11,False
12196,7,4,1,2,1,1,-1,2,2,2,2,8,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,2,1,4,9,False
2406,7,2,-1,-1,1,1,-1,2,2,2,2,1,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,1,2,2,9,False
13654,12,4,1,2,1,2,2,2,2,2,2,5,2001,1,-1,1,2,2,2,2,2,1,1,-1,2,2,3,3,3,4,31,4,1,4,14,False
12110,11,4,1,2,1,2,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,31,3,1,4,14,False
13034,13,4,1,2,1,1,2,2,2,2,2,6,2001,1,-1,2,2,2,1,2,2,2,2,-1,1,1,2,2,3,4,21,1,1,4,14,False
3907,2,4,1,2,1,5,-1,2,2,2,2,3,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,2,13,1,1,4,5,False
9900,8,4,1,2,1,2,-1,2,2,2,2,8,2005,1,-1,1,2,2,2,2,1,2,1,1,2,2,3,3,3,4,13,2,1,4,10,False
7959,11,4,1,2,1,1,-1,2,2,2,2,3,2002,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,1,2,12,3,1,4,13,False
7095,2,4,1,2,1,5,-1,2,2,2,2,1,2010,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,11,3,1,4,5,False
1198,6,4,1,2,1,1,-1,2,2,2,2,9,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,1,1,4,9,False
10974,6,4,1,2,1,2,-1,2,2,2,2,3,2007,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,2,31,3,1,4,8,False
9078,7,4,1,2,2,1,-1,2,2,2,2,12,2005,1,-1,2,2,2,2,1,2,2,2,-1,1,1,4,4,4,4,13,3,1,4,10,False
1170,15,4,2,2,1,1,1,2,2,2,2,10,1997,1,-1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,3,11,1,1,4,18,False
4228,11,1,-1,-1,1,1,-1,2,2,2,2,2,2003,1,-1,2,2,1,2,2,2,2,2,1,2,2,4,4,3,2,22,2,2,1,12,False
11528,11,4,1,2,1,1,-1,2,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,41,2,1,4,14,False
1708,14,4,1,2,1,2,2,2,2,2,2,3,1999,1,-1,1,2,2,2,2,1,2,2,2,2,2,3,3,3,4,11,4,1,4,16,False
2197,10,4,1,2,1,1,-1,2,2,2,2,9,2002,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,2,21,3,1,4,13,False
234,11,4,1,2,1,4,-1,1,2,1,2,8,2000,1,-1,2,2,2,1,2,1,2,2,-1,1,1,4,5,4,4,13,1,2,1,15,False
4261,15,1,-1,-1,1,2,2,2,2,2,2,10,1997,1,-1,2,1,2,2,2,1,2,2,-1,2,2,4,5,1,1,41,3,2,1,18,False
2011,14,4,1,2,1,2,1,2,2,2,2,5,1999,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,23,4,1,4,16,False
11029,6,4,1,2,1,1,-1,2,2,2,2,1,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,3,1,4,8,False
7354,5,4,2,2,1,2,-1,2,2,1,2,9,2007,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,4,21,3,1,4,8,False
6967,15,3,-1,-1,1,1,1,2,2,2,2,6,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,4,21,4,2,3,17,False
2293,11,2,-1,-1,1,2,-1,1,2,2,2,7,2001,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,2,11,1,2,2,14,False
7991,14,4,1,2,1,1,1,2,2,2,2,10,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,4,1,4,17,False
579,8,4,1,2,1,2,-1,1,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,42,3,1,4,12,False
4500,13,4,1,2,1,1,2,2,2,2,2,5,2000,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,2,3,13,4,1,4,15,False
1538,10,4,1,2,1,3,-1,2,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,4,1,4,12,False
6432,14,4,1,2,1,4,2,2,2,2,2,10,1999,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,1,32,1,1,4,16,False
5280,15,4,1,2,2,3,2,2,1,1,2,1,1998,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,1,22,2,1,4,17,True
3332,15,4,1,2,1,1,1,2,2,2,2,8,1998,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,41,2,1,4,17,False
1584,4,4,2,2,1,5,-1,2,2,2,2,4,2009,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,11,1,1,4,6,False
12712,4,4,2,1,1,2,-1,2,2,2,2,9,2008,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,21,3,1,4,7,False
1827,4,4,1,2,1,5,-1,2,2,2,2,1,2009,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,21,2,1,4,6,False
7866,10,4,1,2,1,1,-1,2,2,2,2,10,2002,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,21,3,1,4,13,False
5847,10,4,1,2,1,2,-1,2,2,2,2,8,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,41,3,1,4,12,False
10237,6,4,1,2,1,1,-1,2,2,2,2,1,2007,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,3,41,3,1,4,8,False
3024,13,4,1,2,1,2,2,1,2,2,2,9,1999,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,21,4,1,4,16,False
11039,11,4,1,2,1,1,-1,2,1,2,2,3,2002,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,1,13,3,1,4,13,False
5988,2,4,2,2,1,5,-1,2,2,2,2,11,2009,1,-1,2,2,2,2,1,1,2,2,-1,2,2,4,5,3,3,21,3,1,4,6,False
7104,14,4,2,2,1,2,1,2,2,2,2,10,1998,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,2,4,21,4,1,4,17,False
13943,6,4,1,2,1,1,-1,2,2,2,2,7,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,11,4,1,4,12,False
3213,6,4,1,2,1,1,-1,2,2,2,2,6,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,32,2,1,4,9,False
10205,6,4,1,2,1,1,-1,2,2,2,2,2,2007,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,3,13,2,1,4,8,False
9609,6,4,1,2,1,5,-1,2,2,2,2,10,2007,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,21,2,1,4,8,False
2652,8,4,1,2,1,1,-1,2,2,2,2,4,2005,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,43,1,1,4,10,False
4443,12,4,1,2,1,2,1,2,2,2,2,11,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,13,4,1,4,15,False
2256,6,4,1,2,2,2,-1,2,2,2,2,10,2006,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,3,4,11,2,1,4,9,False
5898,15,1,-1,-1,1,1,2,2,2,2,2,6,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,2,21,2,2,1,17,False
13758,13,4,1,2,1,1,1,2,1,1,1,10,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,1,41,4,1,4,16,False
3592,6,4,1,1,1,1,-1,2,2,2,2,12,2006,1,-1,2,2,1,2,2,2,2,1,1,2,2,4,4,3,3,21,2,1,4,9,False
10882,10,4,1,2,1,2,-1,2,2,2,2,4,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,2,3,22,3,1,4,12,False
4222,12,4,1,2,1,1,2,2,2,2,2,6,2002,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,41,2,1,4,13,False
11037,12,4,1,2,1,1,2,2,2,2,2,12,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,42,4,1,4,15,False
12125,4,4,1,2,1,1,-1,2,2,2,2,1,2009,1,-1,1,2,2,2,2,1,2,1,-1,2,2,3,3,1,3,21,3,1,4,6,False
10875,2,4,1,2,1,1,-1,2,2,2,2,11,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,1,31,1,1,4,5,False
4211,15,4,1,2,1,2,2,2,2,2,2,5,1998,3,9,1,2,2,2,2,1,2,1,2,2,2,3,3,1,2,41,3,1,4,17,False
603,8,2,-1,-1,1,2,-1,2,2,2,2,2,2005,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,2,2,10,False
10563,9,4,1,2,1,1,-1,2,2,2,2,10,2003,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,41,3,1,4,12,False
3319,7,4,1,2,1,1,-1,2,2,2,2,2,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,1,43,2,1,4,9,False
8436,15,4,1,2,1,2,1,2,2,2,2,2,1998,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,2,12,4,1,4,17,False
1453,4,4,1,2,1,5,-1,2,2,2,2,7,2000,3,4,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,31,3,1,4,15,False
6923,10,1,-1,-1,1,1,-1,2,1,1,1,6,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,3,3,21,2,2,1,12,False
3440,15,4,2,2,1,1,1,2,2,2,2,7,1998,1,-1,2,2,1,2,2,2,2,2,2,2,2,4,4,1,2,21,2,1,4,17,False
13881,10,4,1,2,1,3,-1,2,2,2,2,3,2003,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,42,1,1,4,12,False
10111,11,4,1,2,1,4,-1,1,2,2,2,10,2000,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,1,41,3,1,4,15,True
11916,11,4,1,2,1,2,-1,2,1,1,2,11,2002,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,1,3,13,4,1,4,13,False
14069,12,4,1,2,1,3,2,2,2,2,2,9,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,2,4,21,4,1,4,14,False
3625,13,4,1,2,1,1,2,2,2,2,2,7,2000,1,-1,2,2,2,1,2,2,2,1,-1,1,1,2,2,1,3,21,4,1,4,15,False
13896,2,4,2,2,1,1,-1,2,2,2,2,9,2009,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,3,4,11,3,1,4,6,False
12278,2,4,1,2,1,1,-1,2,2,2,2,9,2009,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,4,11,2,1,4,6,False
10313,13,4,1,2,1,2,2,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,22,3,1,4,15,False
13621,12,4,1,2,1,1,2,2,2,2,2,6,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,32,3,1,4,14,False
8192,6,4,1,2,1,1,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,42,2,1,4,9,False
3384,12,4,1,2,1,2,1,1,2,2,2,7,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,1,21,3,1,4,15,False
4524,8,4,2,2,1,3,-1,2,2,2,2,9,2005,1,-1,2,2,2,1,2,2,2,2,-1,2,2,2,2,3,3,11,3,1,4,10,False
143,15,4,2,2,1,1,1,2,2,2,2,7,1998,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,2,21,4,1,4,17,False
9964,9,4,1,2,2,5,-1,2,2,2,2,5,2004,1,-1,1,2,2,2,2,1,2,1,2,1,1,3,3,4,4,11,4,1,4,11,True
1859,13,4,1,2,1,1,1,2,2,2,2,1,2000,1,-1,1,2,2,2,2,1,2,2,-1,2,2,3,3,1,3,13,4,1,4,15,False
1246,5,4,1,2,1,5,-1,2,2,2,2,1,2008,3,3,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,41,2,1,4,7,False
4783,8,4,1,2,1,2,-1,2,2,2,2,6,2005,1,-1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,11,4,1,4,10,False
2260,11,4,1,2,1,1,-1,2,2,2,2,9,2001,1,-1,2,2,2,1,2,2,2,1,-1,2,2,2,2,3,3,13,2,1,4,14,False
9876,13,4,2,2,1,3,2,1,2,2,2,11,1999,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,4,4,11,5,1,4,16,False
11520,8,4,2,2,1,2,-1,1,2,2,2,8,2003,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,21,3,1,4,12,False
10406,7,4,1,2,1,1,-1,2,2,2,2,3,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,1,41,2,1,4,9,False
13963,13,4,2,1,1,2,2,2,2,2,2,12,2000,1,-1,1,2,2,1,2,2,2,1,2,2,2,3,3,4,4,11,2,1,4,15,False
10258,11,4,1,2,1,1,-1,2,2,2,2,10,2002,1,-1,1,2,2,1,1,1,2,1,-1,2,2,3,3,2,3,12,3,1,4,13,False
12323,3,3,-1,-1,1,5,-1,2,2,2,2,9,2010,1,-1,2,2,2,2,1,1,2,2,-1,2,2,4,5,1,3,21,1,2,3,5,False
6221,12,1,-1,-1,1,1,1,2,2,1,2,9,2000,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,2,1,13,4,1,4,15,False
11767,5,4,1,2,1,1,-1,2,2,2,2,8,2007,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,31,2,1,4,8,False
111,10,4,1,2,1,1,-1,1,2,2,2,5,2002,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,1,42,3,1,4,13,False
7434,12,4,1,2,1,2,2,2,2,2,2,2,2001,3,2,1,2,2,2,2,1,2,2,-1,1,1,3,3,1,2,21,2,1,4,14,False
3342,2,4,2,2,1,5,-1,2,2,2,2,5,2010,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,3,21,2,1,4,5,False
4688,11,4,1,2,1,2,-1,2,2,2,2,5,2003,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,42,2,1,4,12,False
4368,12,4,1,2,1,2,2,2,2,2,2,7,2012,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,3,3,32,2,1,4,3,False
1638,5,4,1,2,1,1,-1,2,2,2,2,12,2007,3,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,21,2,1,4,8,False
9868,13,4,1,2,1,2,1,2,2,2,2,5,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,2,1,21,4,1,4,15,False
11641,9,4,2,2,1,1,-1,2,2,2,2,1,2004,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,11,2,1,4,11,False
11109,13,1,-1,-1,1,1,1,2,2,2,2,8,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,13,1,2,1,15,False
13578,8,4,1,2,1,2,-1,2,2,2,2,6,2005,1,-1,1,2,2,2,2,1,2,2,-1,1,1,3,3,3,1,42,2,1,4,10,False
11281,13,1,-1,-1,1,1,1,2,2,2,2,7,2000,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,11,4,2,1,15,False
11386,11,4,1,2,1,1,-1,2,2,2,2,12,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,3,11,4,1,4,14,False
13042,15,4,1,2,1,1,2,2,2,1,2,5,1997,3,8,1,1,2,2,2,2,2,2,-1,1,1,3,3,3,2,31,3,1,4,18,False
12239,12,4,1,2,1,1,2,2,2,2,2,1,2001,1,-1,2,2,2,2,2,1,2,1,-1,2,1,1,1,1,4,13,4,1,4,14,False
8553,7,4,1,2,1,2,-1,2,2,2,2,5,2006,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,21,3,1,4,9,False
3320,2,4,1,2,1,1,-1,2,2,2,2,1,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,42,3,1,4,16,False
1269,14,4,1,2,1,1,1,2,2,2,2,4,1999,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,2,12,4,1,4,16,False
13973,12,4,1,2,1,2,2,2,2,2,2,4,2001,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,2,3,41,4,1,4,14,False
6906,14,4,1,2,1,1,1,2,2,2,2,6,1997,1,-1,2,2,2,2,2,1,2,2,-1,2,2,1,1,1,2,41,2,1,4,18,False
1144,12,4,1,2,1,2,2,2,2,2,2,12,2000,1,-1,2,2,2,2,2,1,2,1,-1,2,2,1,1,1,2,21,4,1,4,15,False
12737,13,4,1,2,1,2,2,1,2,2,2,4,1999,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,3,21,4,1,4,16,True
794,12,4,1,2,1,4,2,1,1,1,2,7,2000,1,-1,2,2,2,1,2,2,2,1,-1,2,1,2,2,4,4,33,1,1,4,15,False
8021,15,4,1,2,1,3,2,2,2,2,2,1,1998,3,3,1,2,2,2,2,1,2,1,2,2,2,3,3,1,4,21,5,1,4,17,False
3398,15,4,1,2,1,3,2,2,2,2,2,7,1998,3,2,1,2,2,2,2,2,1,1,2,2,2,3,3,4,4,11,4,1,4,17,False
4045,8,4,1,2,1,1,-1,2,2,2,2,9,2005,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,3,4,11,3,1,4,10,False
9243,11,4,1,2,1,2,-1,1,2,2,2,5,2001,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,3,2,41,2,1,4,14,False
3624,13,1,-1,-1,1,2,2,2,2,2,2,4,2000,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,3,3,31,1,2,1,15,False
1753,11,4,1,2,1,1,-1,2,2,2,2,9,2001,1,-1,2,2,2,2,2,1,2,2,-1,1,1,1,1,1,3,11,3,1,4,14,False
8867,4,4,2,2,1,5,-1,2,2,2,2,7,2009,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,2,2,21,3,1,4,6,False
10230,15,4,1,2,1,1,1,1,2,2,2,8,1995,1,-1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,3,42,4,1,4,20,False
6271,6,4,1,2,1,2,-1,2,2,2,2,10,2006,1,-1,2,2,2,2,2,1,2,1,-1,1,1,1,1,1,2,21,4,1,4,9,False
